;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
24;01.980.067/0001-00;01.980.067/0001-00 - ALUMIBOX VIDROS E ESQUADRIAS DE PATOS LTDA;12;64974.11;5414.509166666667
25;02.195.343/0001-84;02.195.343/0001-84 - VIRGILIO HASENCLEVER BORGES DOS REIS CPF 191.876.456-53;16;75636.57;4727.285625
26;02.264.795/0001-70;02.264.795/0001-70 - IMPRIMI COMUNICACAO VISUAL LTDA;1;0.0;0.0
27;02.306.412/0001-80;02.306.412/0001-80 - CONSELHO DESENV.COMUNITÁRIO DE CAB.DE MONJOLINHO;1;10000.0;10000.0
28;02.319.394/0001-70;02.319.394/0001-70 - FOLHA DE PAGAMENTO;2073;42132323.72;20324.324032802702
29;02.559.007/0001-73;02.559.007/0001-73 - MARIA DE FÁTIMA ALVES EIRELI EPP;105;0.0;0.0
30;02.640.254/0001-08;02.640.254/0001-08 - JOSE SOARES RAIMUNDO - CPF. 752.923.786-15;1;0.0;0.0
31;02.732.609/0001-80;02.732.609/0001-80 - VALDENE DO AMARAL BRAGA CPF 03993048601 EIRELI;51;72948.37;1430.3601960784313
32;02.815.994/0001-20;02.815.994/0001-20 - NYX SISTEMAS DE INFORMACAO LTDA;2;82500.0;41250.0
33;02.818.844/0001-70;02.818.844/0001-70 - CONSELHO DE DESEMVOLVIMENTO COMUNITARIO DE TAMBORIL;1;10000.0;10000.0
34;02.850.182/0001-15;02.850.182/0001-15 - ELETROCEL LTDA;1;197863.9;197863.9
35;02.885.641/0001-04;02.885.641/0001-04 - CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE CAPOEIRA GRANDE;1;10000.0;10000.0
36;02.935.957/0001-55;02.935.957/0001-55 - CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE SUMARE;1;10000.0;10000.0
37;03.127.257/0001-05;03.127.257/0001-05 - ONNET TELECOMUNICACOES LTDA;2;3150.0;1575.0
38;03.136.804/0001-00;03.136.804/0001-00 - JOSE BALTAZAR DA SILVA;21;119398.0;5685.619047619048
39;03.213.418/0001-75;03.213.418/0001-75 - BUNKER COMERCIAL LTDA EPP;1;18600.0;18600.0
40;03.218.455/0001-76;03.218.455/0001-76 - J A  DISTRIBUIDORA LTDA;1;7562.88;7562.88
41;03.392.348/0008-36;03.392.348/0008-36 - SERVIOESTE SOLUCOES AMBIENTAIS LTDA;9;52782.71;5864.745555555555
42;03.479.428/0001-57;03.479.428/0001-57 - ATUANTE COMERCIAL LTDA - ME;5;7122.4;1424.48
43;03.535.357/0001-62;03.535.357/0001-62 - ADILSON PEREIRA MACHADO CPF 627 105 756 04;135;174429.01;1292.066740740741
44;03.541.496/0001-07;03.541.496/0001-07 - CESAR & ROCHA COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;1;657.5;657.5
45;03.660.686/0001-35;03.660.686/0001-35 - INDUPLASTIL - INDUSTRIA DE PLASTICOS ITUIUTABA LTDA;4;6080.0;1520.0
46;03.691.134/0001-94;03.691.134/0001-94 - PAESAN - PAVIMENTACAO ENGENHARIA E SANEAMENTO LTDA;5;3118791.29;623758.258
47;03.725.725/0001-35;03.725.725/0001-35 - LEIS LTDA;1;4621.69;4621.69
48;03.793.461/0001-57;03.793.461/0001-57 - REAL CARIMBOS LTDA;4;1152.0;288.0
49;03.955.611/0001-81;03.955.611/0001-81 - PROL TENDAS LTDA;5;639344.85;127868.97
50;03.984.954/0001-74;03.984.954/0001-74 - MN TECNOLOGIA E TREINAMENTO LTDA;1;9504.0;9504.0
51;03162f9aa94e75a5a86d07d53aec9da5e521b34b5fb3290bff3c5c2b5bb295b0;***.213.786-** - MARLI GOMES DE OLIVEIRA;1;1249.77;1249.77
52;03744a16e7a3ed538021d0817870ec5d68759989c4e820da7c520caee4287935;***.726.506-** - DILMA MARIA DOS SANTOS;1;115.8;115.8
53;04.119.367/0001-80;04.119.367/0001-80 - UNIPONTO OTICA E RELOJOARIA LTDA;4;8335.0;2083.75
54;04.183.163/0001-08;04.183.163/0001-08 - CASA DE APOIO DANIELLE;1;20000.0;20000.0
55;04.196.645/0001-00;04.196.645/0001-00 - IMPRENSA NACIONAL;4;13334.05;3333.5125
56;04.197.333/0001-03;04.197.333/0001-03 - ASSOCIAÇÃO DOS PRODUTORES RURAIS DE GUARIROBA;1;10000.0;10000.0
57;04.235.413/0001-06;04.235.413/0001-06 - PUBLICENTER INFORMATICA COMERCIO E LOCACAO LTDA;16;446678.76;27917.4225
58;04.293.743/0001-58;04.293.743/0001-58 - SOLAR HOTEL LTDA;1;520.0;520.0
59;04.353.937/0001-00;04.353.937/0001-00 - CASA DAS PECAS SERVICOS LTDA;26;138634.0;5332.076923076923
60;04.447.451/0001-22;04.447.451/0001-22 - CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE CABECEIRA DO MATA;1;10000.0;10000.0
61;04.600.555/0002-06;04.600.555/0002-06 - SOCIEDADE REGIONAL DE ENSINO E SAUDE LTDA;1;4050.0;4050.0
62;04.664.211/0001-80;04.664.211/0001-80 - UNI AGROMETAL LTDA;9;7159.91;795.5455555555556
63;04.798.469/0008-45;04.798.469/0008-45 - GNC AUTOMOTORES LTDA.;1;115111.0;115111.0
64;04.876.858/0001-75;04.876.858/0001-75 - CASA DE REPOUSO CONFRADE OLIEN JOSE DO NASCIMENTO DE LAGOA F;1;25000.0;25000.0
65;04.938.987/0001-40;04.938.987/0001-40 - MARIA EDUARDA DE OLIVEIRA MARTINS LTDA;50;85569.21;1711.3842000000002
66;05.210.148/0001-74;05.210.148/0001-74 - QUEIROZ E LIMA INDUSTRIA E COMERCIO LTDA;1;16990.0;16990.0
67;05.341.025/0001-72;05.341.025/0001-72 - TR MOLAS E COMPONENTES LTDA;23;29987.57;1303.807391304348
68;05.475.103/0001-21;05.475.103/0001-21 - SECRETARIA DE ESTADO DE GOVERNO;7;163841.62;23405.945714285714
69;05.487.631/0001-09;05.487.631/0001-09 - SECRETARIA DE ESTADO DE JUSTICA E SEGURANCA PUBLICA  SEJUSP;3;454.65;151.54999999999998
70;05.523.731/0001-35;05.523.731/0001-35 - V.L. FUZETI - COMERCIAL;3;43720.0;14573.333333333334
71;05.532.987/0001-09;05.532.987/0001-09 - COGEMAS MG   COLEGIADO DE GESTORES MUNICIPAIS DA ASSISTENCIA;1;150.0;150.0
72;05.538.322/0001-02;05.538.322/0001-02 - AGROMINAS COMERCIO DE PLANTAS LTDA;3;10439.0;3479.6666666666665
73;05.906.836/0001-73;05.906.836/0001-73 - VANDERLEI ALVES DE ARAUJO CPF 569.891.216-53;1;742.5;742.5
74;05.971.897/0001-14;05.971.897/0001-14 - DISTRIBUIDORA PALMARES EIRELI;1;15822.0;15822.0
75;06.080.331/0001-65;06.080.331/0001-65 - ASSOCIACAO DOS PRODUTORES RURAIS DE LIMEIRA E REGIAO;1;10000.0;10000.0
76;06.150.919/0001-48;06.150.919/0001-48 - W.L. BOLSAS DORES DE CAMPOS LTDA;1;8151.0;8151.0
77;06.981.180/0001-16;06.981.180/0001-16 - CEMIG DISTRIBUICAO S A;59;1366013.94;23152.778644067796
78;06.986.492/0001-12;06.986.492/0001-12 - MEGALIMP HIGIENE E LIMPEZA LTDA;2;3200.0;1600.0
79;07.211.748/0001-82;07.211.748/0001-82 - BANDA LEX PRODUCAO DE EVENTOS LTDA;1;65000.0;65000.0
80;07.245.458/0001-50;07.245.458/0001-50 - DAGEAL - COMERCIO DE MATERIAL DE ESCRITORIO LTDA;1;116.85;116.85
81;07.323.378/0001-75;07.323.378/0001-75 - OLIVO MECABO;1;8400.0;8400.0
82;07.994.646/0001-80;07.994.646/0001-80 - ASSOCIACAO MINEIRA DE MEDICINA DE FAMILIA E COMUNIDADE;2;800.0;400.0
83;07eefc1134c7e3b6c53acb64bc8e89b232732fa32cfb7d679c0108cffe2483a4;***.416.616-** - JARBAS ANTÔNIO BRAGA;2;30843.0;15421.5
84;08.247.690/0001-90;08.247.690/0001-90 - TIGGOR LOCACAO DE EQUIPAMENTOS LTDA;11;8396.8;763.3454545454545
85;08.380.296/0001-25;08.380.296/0001-25 - VISAMED COMERCIO DE MATERIAL HOSPITALAR LTDA;4;24548.989999999998;6137.2474999999995
86;08.420.626/0001-69;08.420.626/0001-69 - UBERCOPIAS E IMPRESSOS LTDA;1;10570.0;10570.0
87;08.422.075/0001-72;08.422.075/0001-72 - GONCALVES E TEIXEIRA LTDA;20;41942.85;2097.1425
88;08.533.577/0001-70;08.533.577/0001-70 - JEAN C. V. FERREIRA & CIA LTDA;7;58630.0;8375.714285714286
89;08.666.165/0001-09;08.666.165/0001-09 - T. M. T. INSTRUMENTOS MUSICAIS LTDA;1;3705.6;3705.6
90;08.703.825/0001-84;08.703.825/0001-84 - TELEPACS DIAGNOSTICO POR IMAGEM LTDA;3;32188.14;10729.38
91;08.717.089/0001-13;08.717.089/0001-13 - LABORATORIO BIOCLINICO LTDA;2;130000.0;65000.0
92;08.829.480/0001-00;08.829.480/0001-00 - W M SHOWS LTDA;1;198000.0;198000.0
93;084d0e9f1cc24ef9350d7b569528cefdc04f4a734032147c6110b8d71e2fdf5b;***.886.816-** - EDGAR RODRIGUES DA SILVA;6;2121.3;353.55
94;08f8c98c960127d912d64023d4b20ce6481f681d16d1f7fe6d1df3e4e23681a2;***.684.606-** - LAZARO HUMBERTO DA SILVEIRA;5;1916.18;383.236
95;09.017.325/0001-51;09.017.325/0001-51 - CHEVROMAIS - COMERCIO DE PECAS, ACESSORIOS E LUBRIFICANTES L;2;3819.94;1909.97
96;09.222.369/0001-13;09.222.369/0001-13 - DENTAL MARIA LTDA;5;19495.89;3899.178
97;09.290.603/0001-40;09.290.603/0001-40 - INTERMAPAS GEOTECNOLOGIAS LTDA;3;647245.86;215748.62
98;09.415.124/0001-02;09.415.124/0001-02 - SOLID CONTRUTORA E SERVICOS LTDA;212;8743714.88;41243.93811320755
99;09.436.716/0001-00;09.436.716/0001-00 - PARAFUSO E CIA LF LTDA;5;20733.5;4146.7
100;09662199481d6ee3c9e4ca599d163be14627422d27fc1ccec1638ae92c4d9aa9;***.955.626-** - CYNTIA KENIA RIBEIRO;2;6678.1;3339.05
101;0daa74153477034134b67f0bcd3b0d40506e19829a8d8e908d572d0d2a17ba9f;***.993.046-** - LUCAS MAGALHAES SOUSA;3;1222.5;407.5
102;0f04a2685d36a1a36a42b2a11c54f3346f2fdda14020e398a0a2790be1c0bf1c;***.238.931-** - TAINARA CRISTINA SOUZA FERREIRA;1;105.42;105.42
103;10.238.909/0001-36;10.238.909/0001-36 - CHAER E VALENTIM SERVICOS LTDA;3;41000.0;13666.666666666666
104;10.264.375/0001-12;10.264.375/0001-12 - CONDOR SISTEMAS ELETRONICOS LTDA;5;41400.0;8280.0
105;10.686.841/0001-58;10.686.841/0001-58 - SANTA MARIA INFORMATICA EIRELI;12;34400.0;2866.6666666666665
106;10.785.849/0001-71;10.785.849/0001-71 - NET-UAI INTERNET PROVIDER LTDA;3;2340.0;780.0
107;10.891.103/0001-42;10.891.103/0001-42 - GINC ARTES LTDA;72;240228.25;3336.503472222222
108;10.921.809/0001-00;10.921.809/0001-00 - D3JF EMPREENDIMENTOS COMERCIAIS EIRELI;1;2440.0;2440.0
109;10.975.972/0001-55;10.975.972/0001-55 - GOLFAO PRODUCOES ARTISTICAS LTDA;1;68000.0;68000.0
110;11.174.805/0001-78;11.174.805/0001-78 - SANIT ALL SERVICOS E COMERCIO LTDA;1;7700.0;7700.0
111;11.202.638/0001-21;11.202.638/0001-21 - CASTRO ARANTES QUIMICA INDUSTRIAL LTDA;1;28370.5;28370.5
112;11.208.107/0001-46;11.208.107/0001-46 - MARIO CESAR DE ANDRADE & CIA LTDA ME;3;1135.0;378.3333333333333
113;11.333.479/0001-02;11.333.479/0001-02 - FUNDO MUNICIPAL DE SAUDE DE LAGOA FORMOSA;3;380853.08999999997;126951.02999999998
114;11.405.384/0001-49;11.405.384/0001-49 - ALFA MED SISTEMAS MEDICOS LTDA;1;172000.0;172000.0
115;11.458.618/0001-16;11.458.618/0001-16 - AUTOMINAS FRANCE COMERCIO DE VEICULOS LTDA;6;15279.99;2546.665
116;11.491.331/0001-98;11.491.331/0001-98 - TARGET ENGENHARIA CIVIL E ELETRICA LTDA;1;449222.5;449222.5
117;11.552.804/0001-10;11.552.804/0001-10 - ABC LAVANDERIA LTDA;1;477.42;477.42
118;11.674.540/0001-77;11.674.540/0001-77 - EQUIPOS COMERCIAL LTDA;4;0.0;0.0
119;11.708.655/0001-35;11.708.655/0001-35 - M&R EQUIPAMENTOS E MOVEIS;1;5784.0;5784.0
120;12.461.122/0001-64;12.461.122/0001-64 - ARCEPATOS DISTRIBUIDORA LTDA;8;17262.76;2157.845
121;12.640.114/0001-85;12.640.114/0001-85 - ASSOCIACAO DOS CARREIROS E CAVALEIROS DE MONJOLINHO DE MINAS;2;47400.0;23700.0
122;12.803.386/0001-59;12.803.386/0001-59 - BOBINA PATOS LTDA;1;9433.87;9433.87
123;121555bcd9d8e5ee8e6e4eff2ff362c9b03f1e0c9524df2f2506b66d0c8ee501;***.000.366-** - RONALDO LUIZ ALVES;4;205.0;51.25
124;1260bd8f96abd7e8b5763bc6a11f2ad7b8e530e4e3253ebed564b375661571e2;***.933.246-** - ALEX JOSE NUNES DE MAGALHAES;1;0.0;0.0
125;13.545.473/0001-16;13.545.473/0001-16 - LUKAUTO - COMERCIO DE PNEUMATICOS E PECAS LTDA;1;3197.8;3197.8
126;13.704.844/0001-65;13.704.844/0001-65 - LIFETEC HOSPITALAR LTDA;4;250980.0;62745.0
127;14.302.501/0001-37;14.302.501/0001-37 - DUNORTE COMERCIO DE MADEIRAS LTDA;12;284088.36;23674.03
128;14.496.887/0001-65;14.496.887/0001-65 - CELSO MACHADO DE LIMA & CIA LTDA;73;90442.69;1238.9409589041097
129;14.521.556/0001-38;14.521.556/0001-38 - MORAIS & LIMA LTDA;7;4833.9400000000005;690.5628571428572
130;14.536.622/0001-43;14.536.622/0001-43 - LUCAS BRAGA TEIXEIRA 10271432616;1;1400.0;1400.0
131;14.780.286/0001-80;14.780.286/0001-80 - SANTAFE DISTRIBUIDORA LTDA;3;7040.32;2346.773333333333
132;15.082.726/0001-98;15.082.726/0001-98 - INOVA SISTEMA DE SEGURANCA LTDA;3;4120.0;1373.3333333333333
133;15.249.381/0001-14;15.249.381/0001-14 - WEEMAC MAQUINAS E EQUIPAMENTOS EIRELI;1;1485.0;1485.0
134;15.295.825/0001-58;15.295.825/0001-58 - C S N PANIFICACOES LTDA;24;24731.18;1030.4658333333334
135;15.341.227/0001-78;15.341.227/0001-78 - PREMOLAGO PREMOLDADOS E SERRALHERIA EIRELI;16;221045.43;13815.339375
136;15.398.703/0001-97;15.398.703/0001-97 - LAB COMPRAS LTDA;3;48881.68;16293.893333333333
137;15.619.052/0001-18;15.619.052/0001-18 - ARCO ELETRICO ENGENHARIA LTDA;1;5900.0;5900.0
138;15.644.251/0001-86;15.644.251/0001-86 - GMAES TELECOM LTDA;2;8755.05;4377.525
139;15.729.356/0001-38;15.729.356/0001-38 - VANDERLEI GONTIJO RIBEIRO 99891336620;2;4350.0;2175.0
140;15.984.883/0001-99;15.984.883/0001-99 - ELETRICA RADIANTE MAT ELETRICOS LTDA;4;1303363.46;325840.865
141;16.600.086/0001-23;16.600.086/0001-23 - TATU POCOS ARTESIANOS LTDA;6;217831.64;36305.27333333334
142;16.649.242/0001-40;16.649.242/0001-40 - LUCIANA MAGALHÃES SOARES E CIA LTDA ME;1;900.0;900.0
143;16.857.425/0001-51;16.857.425/0001-51 - STRATEGIA COMUNICACAO E MARKETING LTDA;1;9392.4;9392.4
144;16ae2610f1b665ed374d99d94447725202553c8164ba50805e7325cef745a2f1;***.317.386-** - ADAUTO FERREIRA DA COSTA;2;192.04000000000002;96.02000000000001
145;17.121.657/0001-00;17.121.657/0001-00 - NILSON MOREIRA CARDOSO;4;132881.0;33220.25
146;17.232.708/0001-70;17.232.708/0001-70 - CLERIO VICENTE DE CASTRO;10;589543.6;58954.36
147;17.254.509/0001-63;17.254.509/0001-63 - CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE MINAS GERAIS;31;2995.2200000000003;96.62
148;17.309.790/0001-94;17.309.790/0001-94 - DER.DEP.DE ESTRADA DE ROD.DO EST.DE MINAS GERAIS;4;2349.49;587.3725
149;17.316.848/0001-27;17.316.848/0001-27 - DANIEL BRAGA DOS SANTOS 06534626624;4;17660.0;4415.0
150;17.434.732/0001-92;17.434.732/0001-92 - CONSTRUTORA ANA CLARA LTDA;10;1021657.98;102165.798
151;17.835.935/0001-90;17.835.935/0001-90 - DISTRIBUIDORA DE PEÇAS CARVALHO LTDA;50;456886.86;9137.7372
152;17.951.624/0001-97;17.951.624/0001-97 - HC SUPRIMENTOS LTDA;1;870.0;870.0
153;18.062.901/0001-73;18.062.901/0001-73 - MOISES GONÇALVES LOPES ME;3;4868.0;1622.6666666666667
154;18.170.803/0001-50;18.170.803/0001-50 - LIGA PATENSE DE DESPORTOS;1;13540.0;13540.0
155;18.170.894/0001-23;18.170.894/0001-23 - CLINICA VERA CRUZ LTDA;1;27753.0;27753.0
156;18.206.591/0001-13;18.206.591/0001-13 - 18 206 591 ANDRE ALLAN MAGALHAES;13;28139.77;2164.5976923076923
157;18.269.125/0001-87;18.269.125/0001-87 - BIOHOSP PRODUTOS HOSPITALARES SA;2;40529.38;20264.69
158;18.274.923/0001-05;18.274.923/0001-05 - MASTERSUL EQUIPAMENTOS DE SEGURANCA LTDA;1;399.84;399.84
159;18.299.027/0001-92;18.299.027/0001-92 - REVESTE MAIS TINTAS E REVESTIMENTOS ACRILICOS LTDA;29;87815.61;3028.1244827586206
160;18.370.670/0001-65;18.370.670/0001-65 - AGROCAMPO COMERCIO DE PRODUTOS AGROPECUARIOS LTDA;3;64675.9;21558.633333333335
161;18.431.312/0001-15;18.431.312/0001-15 - MUNICIPIO DE UBERLANDIA;1;234.78;234.78
162;18.460.972/0001-24;18.460.972/0001-24 - DITRASA MAQUINAS E IMPLEMENTOS AGRICOLAS LTDA.;1;2800.0;2800.0
163;18.602.011/0001-07;18.602.011/0001-07 - MUNICIPIO DE PATOS DE MINAS;8;3569.23;446.15375
164;18.602.078/0001-41;18.602.078/0001-41 - MUNICIPIO DE LAGOA FORMOSA;1;641.14;641.14
165;18.606.765/0001-35;18.606.765/0001-35 - TIAGO GONCALVES DA SILVA 08955823681;3;91470.7;30490.233333333334
166;18.715.615/0022-94;18.715.615/0022-94 - SECRETARIA DE ESTADO DE FAZENDA MG;18;37282.85;2071.269444444444
167;18.780.770/0001-60;18.780.770/0001-60 - SILESIA APARECIDA DE ANDRADE 99887843687;2;9258.0;4629.0
168;19.050.715/0001-87;19.050.715/0001-87 - COPAVE COMERCIAL PATENSE DE VEICULOS S A;43;115818.37;2693.450465116279
169;19.103.290/0001-27;19.103.290/0001-27 - COMERCIAL MAURISTELA LTDA;11;21392.3;1944.7545454545455
170;19.104.617/0001-85;19.104.617/0001-85 - CARDOSO E AGUIAR COMERCIO E SERVICOS LTDA;3;9712.0;3237.3333333333335
171;19.188.783/0001-07;19.188.783/0001-07 - PROCIR PRODUTOS PARA SAUDE LTDA;6;3085.74;514.29
172;19.198.118/0001-02;19.198.118/0001-02 - EMATER/MG-EMP.DE ASSISTENCIA TÉCINICA DE MINAS GERAIS;3;84286.2;28095.399999999998
173;19.277.764/0001-57;19.277.764/0001-57 - LOMBARDI LUBRIFICANTES LTDA;3;14534.0;4844.666666666667
174;19.280.448/0001-34;19.280.448/0001-34 - LUZ FORTE ILUMINACAO E SERVICOS LTDA;2;191614.5;95807.25
175;19.446.855/0001-79;19.446.855/0001-79 - EXPRESSO DE LUXO LTDA;1;1000.0;1000.0
176;19.468.242/0001-32;19.468.242/0001-32 - ZOOP TECNOLOGIA & INSTITUICAO DE PAGAMENTO S A;2;333.34000000000003;166.67000000000002
177;19.758.309/0001-73;19.758.309/0001-73 - ENPROL ENGENHARIA E PROJETOS LTDA;4;1419498.24;354874.56
178;1a2f9fa44562606f08cf80b971dbc1b79b0f7e2a685225c60dd26578196504a0;***.000.946-** - JULIANA MARQUES DE LIMA;3;5065.639999999999;1688.5466666666664
179;1dddd09ebf9d8377518de6dc9a7ab55d2f70044997d04ac25db28134a5a9bc87;***.465.776-** - APARECIDA CLARA DE MAGALHÃES;2;33.6;16.8
180;20.048.992/0001-34;20.048.992/0001-34 - DIEGO FERREIRA AMORIM 11730392601;2;8020.0;4010.0
181;20.310.249/0001-00;20.310.249/0001-00 - AUTOPATOS CAMINHOES E ONIBUS LTDA;2;1152.66;576.33
182;20.422.783/0001-09;20.422.783/0001-09 - ERK EQUIPAMENTOS LTDA;1;0.0;0.0
183;20.459.928/0001-46;20.459.928/0001-46 - TRATORPATOS LTDA;110;1341809.87;12198.271545454547
184;20.495.149/0019-25;20.495.149/0019-25 - PRODOESTE VEICULOS E SERVICOS LTDA;2;1749.48;874.74
185;20.513.859/0001-01;20.513.859/0001-01 - ASSOCIACAO MINEIRA DE MUNICIPIOS - AMM;4;20932.0;5233.0
186;20.634.427/0001-59;20.634.427/0001-59 - 20.634.427 HELEN CASSIA MATOS DORNELES;8;5600.0;700.0
187;20.649.395/0001-65;20.649.395/0001-65 - J. MARANGONI COMERCIAL - IMPORTACAO E EXPORTACAO EIRELI;2;2985.0;1492.5
188;20.741.993/0001-60;20.741.993/0001-60 - EFETIVO 3D INDUSTRIA E COMERCIO LTDA;1;10940.0;10940.0
189;20.782.813/0001-98;20.782.813/0001-98 - CONSORCIO PUBLICO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTA;6;26069.78;4344.963333333333
190;20.993.629/0001-97;20.993.629/0001-97 - ALLPRA ENGENHARIA E CONSTRUCOES EIRELI;55;774339.24;14078.895272727272
191;2079c59c551152c37be109d58dcdc85107f23fecb329d29e311adc50ecaab2ae;***.875.926-** - PAULO SERGIO DOS SANTOS;1;717.42;717.42
192;20e865d531a9f662c83a085b30ec99ed4c999506a126736186be599a1b442ff9;***.882.496-** - GISLENE APARECIDA GODINHO;3;238.39;79.46333333333332
193;21.055.961/0001-73;21.055.961/0001-73 - CONCRETTA PLANEJAMENTO E EXECUCAO DE OBRAS CIVIS LTDA;4;713244.37;178311.0925
194;21.154.554/0001-13;21.154.554/0001-13 - TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS;12;131471.84;10955.986666666666
195;21.240.916/0001-99;21.240.916/0001-99 - CONSELHO DE DESENV.COMUNITÁRIO DE MEIRIM;1;10000.0;10000.0
196;21.241.807/0001-96;21.241.807/0001-96 - AMAPAR- ASS. DOS MUN.DA MICR.DO ALTO PARANAIBA;2;86640.0;43320.0
197;21.242.045/0001-42;21.242.045/0001-42 - CONSELHO DE DESENV.COMUNITÁRIO DE MONJOLINHO DE MINAS;1;10000.0;10000.0
198;21.387.147/0001-56;21.387.147/0001-56 - MOTOAGRA LTDA;1;45.0;45.0
199;21.578.205/0001-29;21.578.205/0001-29 - PRAG MINAS COMERCIO AGROPECUARIO LTDA;1;22500.0;22500.0
200;21.612.003/0029-57;21.612.003/0029-57 - V & G CERTIFICACAO DIGITAL LTDA;7;1640.0;234.28571428571428
201;21.648.903/0001-53;21.648.903/0001-53 - MARCIEUDER MARCILIO FERNANDES;2;6969.14;3484.57
202;21.856.981/0001-43;21.856.981/0001-43 - WTRADE INTERMEDIACAO DE NEGOCIOS LTDA;3;2797.88;932.6266666666667
203;21dae3b3b55f04a8dde765e5f4e5061a2287b38d4031c451d348042610e05a65;***.774.416-** - KARLA CRISTINA DE SOUSA;11;121046.4;11004.218181818182
204;22.025.872/0001-47;22.025.872/0001-47 - EGS COMERCIO DE BRINQUEDOS LTDA;1;17657.0;17657.0
205;22.227.219/0001-60;22.227.219/0001-60 - CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE CAMPO BONITO;1;10000.0;10000.0
206;22.635.177/0001-05;22.635.177/0001-05 - MEDCOM LTDA;1;111.32;111.32
207;22.683.658/0001-88;22.683.658/0001-88 - ELETROMINAS MATERIAIS ELETRICOS E FERRAGENS LIMITADA;73;167425.38;2293.4983561643835
208;22.924.085/0001-37;22.924.085/0001-37 - GOVPRINT SOLUCOES GRAFICAS E EDITORA LTDA;3;15715.3;5238.433333333333
209;2227c3815c6bab9cbaa4dba0cc42593fb5a1a41d7e7e77c4ee771b0da3a0f050;***.782.293-** - SIMONE SOARES DA SILVA;1;288.45;288.45
210;23.008.729/0001-00;23.008.729/0001-00 - INGA CAMINHOES LTDA;4;327000.0;81750.0
